ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
,233.85899569121200,11703.923907047900,4.599387943421730,309.03932035276000,349.3996325323050,18.33889254980600,42.67746528271940,3.510004044590530,0
5.331940479018540,194.87406544580000,16658.876503163600,7.993829562375320,316.67516182816700,335.1203984374610,10.180513802631600,59.57271371122690,4.434820257956550,0
7.145771545218820,238.68992851166000,28780.340431632700,6.81402870120907,385.9756504867900,332.0327063306860,11.093163397452700,66.13804474710020,5.182590703980230,0
9.920691058768150,202.8174830014260,9973.934059208540,6.882248306781500,337.35052910963700,333.19246993768100,23.917601261275000,71.833623959766,4.69070723013249,0
4.758439424671480,183.34945410599800,21568.428779035900,4.731348984614180,,403.9441682092030,18.66822945752130,66.91240003430600,4.542801461749180,0
5.702925976824720,216.85047387261500,35606.44017680800,7.1843510891688,,504.63826042575000,16.140790019198000,77.53618351780310,4.137739016206610,0
6.953864225511060,209.6382929790210,10575.18628088940,4.462707246137980,315.60659440039200,391.18431508600600,13.28533391608600,87.39088897956340,3.195710328196260,0
10.68296642580600,173.3754983501210,15758.740621388900,5.570783575394460,307.35258576592700,323.8079132465810,10.0908697516698,78.47278445385450,3.9997753815500600,0
,129.89057234567400,34415.853145873100,6.321928990361140,304.5352242338840,470.3291685421990,18.59940992382130,72.40363386888100,4.40558600033858,0
8.757257397440990,200.19140044205700,21536.224687445400,4.915101054543190,317.88290049783700,404.7177991564450,13.768323306421300,47.930871877110200,3.6261354416122300,0
,168.38843077429500,27492.30730658780,7.046224797696410,299.8204779108220,383.79501999032600,16.18206649367440,75.72943388991460,3.0480572231069800,0
7.80963189801941,100.4576150915830,12013.550628764500,5.212314602065350,247.2008260476430,605.2201243500060,9.611348740011240,66.08417363713340,2.447444463910630,0
6.652488090855710,145.0101719190830,19871.788448305900,4.961066380191500,288.0521917368520,545.974993762403,10.942024256012100,71.7274140605346,3.7420904263496700,0
9.147197055336920,211.71414177764100,11920.610835646200,7.2307947693374,339.7519188007940,527.7089100130410,18.27531210927770,47.63488493437150,3.7945315911032100,0
10.560744636218200,181.89336556155400,21783.651033363400,6.991259996238130,340.39037835517300,456.5564021223440,16.48283536696390,34.2520490783523,3.9646863500221300,0
7.484254837727470,260.09217257337200,30616.615148853700,9.379133540507620,,404.67077732816300,15.934483871207100,66.6210265451665,4.781188176562560,0
8.520806572970300,238.33511245551000,28779.6500110336,8.282808464509610,381.6493228718950,481.3188026886130,6.016336609271210,39.09117136225340,3.9406045297946800,0
4.999413810796920,190.28705014936000,24323.865903045900,7.230164126862040,324.8930378422560,405.3304820275900,8.236557503105300,99.42738491828510,4.460683931737440,0
,157.80119355420400,16963.625011737500,8.335618549876710,300.04423428111200,360.99599448807500,12.823860949370800,71.7170050975215,4.4053857056590300,0
,155.05572682593400,20557.240431752200,8.187319049670330,,290.18098311050500,16.622255183892100,59.622057462107900,4.089907689677870,0
3.9060783549561700,233.4028350124760,32144.799933618300,6.9948396173051000,348.3594482139770,269.4490512269390,9.6541256002684,63.74306384016440,3.902879711657460,0
6.391353623832180,213.0178296827950,20965.478308853600,5.375559891974690,327.65054252170700,369.3381209158570,13.758105170743800,17.915722569180800,3.92374916929651,0
,229.48569367886000,35729.692708630300,8.810843045016400,384.94377894842100,296.3975472430140,16.92709217980690,,3.8556022119167000,0
8.692092012708040,195.1437387840550,24656.239679444600,8.23190033837729,,398.3454180035160,12.380770792752300,48.440724865546900,4.477960248233930,0
8.085759800882220,127.73967382937300,32653.910360267600,6.534237410114920,,416.23963007040200,11.119659254793700,78.27505003771150,4.068688909481670,0
6.2039777022783500,212.30661828668600,21815.07414790550,7.873991884545470,,362.10800431396200,14.9330126610987,63.87381994728530,5.215689206119040,0
5.058108868565140,238.56938041349900,34873.9345228707,8.983276144386600,374.43350451685700,669.725086180179,13.353181433963500,76.52179974552400,5.106655774420080,0
,103.46475866009500,27420.16742458200,8.417305032089530,,485.97450045781400,11.351132730708500,67.8699636759021,4.620793451653220,0
,211.20052600889700,12830.484133775400,4.502117033961810,326.9615175657510,333.3298479586680,16.04514847686690,49.89840563542840,3.4397400415499200,0
7.261550522070720,179.88978823788500,24964.777703096500,5.837086492837440,349.26927130145700,501.18278074341,17.287713278296300,50.993006453081100,3.636364182680500,0
7.16046723080874,183.0893100379290,6743.346065530400,3.8030364235979900,277.5990986210600,428.0363443504040,9.79962468961304,90.03537367362070,3.8848910441472800,0
5.704764776213020,116.29932988379600,33223.58152874990,7.050503159576980,297.0781534785210,504.37868096765500,9.001820487566140,48.1470312534892,4.157533407489740,0
6.21727313516034,130.94446388846600,19460.38281898760,7.0924629553053700,300.13127199830400,556.6537100333980,14.083608352195500,57.897074706807700,5.325833445695800,0
8.679934969964190,242.22866728551900,22984.05095148240,7.5187646593999000,,352.94258812349000,18.704409059274900,69.90790244915220,3.873470298448300,0
,219.30091421337000,14859.46642428370,5.598326765629260,344.4423936728910,425.21357480761300,15.771834366058300,49.352001477804400,4.655916598688820,0
6.897322141100200,211.36016672106200,25650.777643120300,6.766009906754590,,383.0143101678530,13.93478804138070,90.52332986300930,5.022783630004570,0
3.514545528745280,158.73207576140200,23029.663613563600,6.821679099461130,286.5228468169790,307.3791420351910,9.71223191091832,79.85092857457250,3.762615331099370,0
3.72250048593372,163.63974692058200,37962.16799126100,6.6845702741913400,326.69401786030300,467.5629728711820,14.567268860188300,50.57797909828100,3.6628377319913600,0
6.455004797496720,176.68397277687000,24468.048390354600,5.756930038692860,314.79959828381000,477.58134615570300,16.245504341610700,57.72972382844010,2.2934314064128600,0
7.316804753880920,217.5228619622910,31903.399811532200,9.865047502682180,376.93797230566600,425.9134001802690,8.992754272254670,69.50921982211530,3.508372649783600,0
1.844538366498840,233.7643427207270,28689.595777682900,7.724432299963910,,410.38726383770800,15.611859296305200,54.29944409418920,5.013463351103730,0
5.519125656437610,168.72858303956700,12531.60192106480,7.73072294792503,,443.5703720974920,18.099078103861600,,3.758995860323920,0
7.408985466924610,204.96174981089500,9566.122270169200,6.505923138805980,311.4526625117490,504.14599408386600,11.532144007741200,81.10693773146240,3.772420927989510,0
5.976769618087600,258.9527320159530,27267.981860954200,7.648599331443460,383.6571521070970,514.118920118766,12.256790251190400,82.46979842996730,2.9946710955082200,0
6.395359131671060,133.8342291043790,23827.275015402900,5.1277468613272,266.9084282807850,573.4002951499590,9.833874584580260,95.02660927984370,4.191217514711700,0
6.209642259708480,195.41772094898100,13116.707711787000,7.879347670859680,,417.24165602634900,7.507662314515300,70.54738690612060,3.6125196149467100,0
6.762832521891740,232.0751765558760,27159.384345233500,7.884990657868600,350.4452926972020,465.4137746213500,13.863964882331100,64.81225738319600,4.916579160751280,0
9.91871706385417,199.18125107339100,21470.278305413300,6.799841410225560,329.17842902607600,430.5077068652870,15.966042944362100,59.29227326975220,3.385508443856720,0
10.15544017022190,300.29247579584000,12652.362978658100,6.655126362567500,398.64778574595800,487.45913103075500,9.347633986485680,67.9197886870381,5.002467259922080,0
8.721726710620580,206.36968238478400,28608.052076372500,6.325442403664850,377.40453818519900,506.93835272982500,13.553751007248500,42.381483937537200,2.5550269039968700,0
,197.9797828412590,17153.306163452100,7.659203939381080,329.2803146030730,575.1146944234250,11.870981482343300,69.10983568283260,4.383921813522320,0
,199.1078855640340,29721.911630350100,6.869690215355940,357.30322096748100,420.70959122207300,9.226618665284830,55.29428326667230,3.355164642176160,0
6.099646705468390,237.9199267632530,20416.84099619070,8.457830699274380,,291.1048365690680,19.27005426046380,93.13800948154020,3.1727897691528800,0
9.026787719511630,253.21707417098500,27965.07214592840,6.588374366182640,373.5532353383940,588.3196505363990,16.145732052775100,59.12445084811040,2.0190420182011700,0
6.953371603389550,203.1465467521770,11609.109054527800,5.495737654707860,304.2831932144040,551.1433371665810,9.387781275530810,55.95800559485760,3.651865808422900,0
6.140877556947860,197.87608974936700,26687.87448333390,7.587196417947510,329.23185293501900,548.0727613161170,15.836330205236200,41.26364788367700,5.359460295012960,0
7.077874006530460,220.67053960676600,23873.378210133700,6.181839616382850,341.98723407838400,333.0507859433460,10.661798937604000,90.29777033020960,4.764508264921450,0
5.488314309012510,135.80236170060900,21485.153195191100,8.18741579072919,280.6032866703200,441.3311374586940,14.86026268337500,88.28734556180850,5.066786271784540,0
7.205559174588730,120.32761534360900,24627.867560468900,6.202469332114030,289.7686965533280,418.4332899200770,13.643147085869300,63.73373237019650,3.710053125679870,0
9.177869865892430,163.2748282557020,20868.331218998800,7.726040434165080,320.4214321786780,426.9943931689400,10.214274603240700,62.430926156839900,3.1087699879134500,0
4.270716194733740,166.83770854028500,24405.250534952800,7.3915101384206600,297.20673916830400,349.5189103676490,13.478526445498900,54.47483954440170,3.763905902952330,0
7.348844511550610,223.26493973020700,11519.046527356600,8.889558679820600,,494.1584340869640,18.145374253777200,73.71552201680900,4.880875156180850,0
8.526169869777790,175.61283632174300,11837.12335960850,7.483708837987380,308.39851553828500,474.240482290634,21.845916252542100,52.37220110667480,5.083014141516920,0
,169.04191749811800,36152.8208993245,8.330388898197660,329.03971017616500,590.7487871802910,17.695114357126000,103.15046264537800,3.995973787492760,0
2.612035914817260,188.80412573040900,34798.25258680310,6.79643915408815,,468.0802666084360,13.170763209203300,49.523769983067700,4.765205370159010,0
8.490571562027740,204.12364839335800,22989.796389946600,8.27079293672615,358.84711499708500,435.0008983082300,17.084245654876200,62.42163705791030,3.8755568051367700,0
,213.54193229259100,22539.71161451220,6.9572041785868600,334.0411862066900,463.39884709083700,11.623019157977600,69.61584964492830,3.3985925873166600,0
8.858401531200470,254.61751866421700,9624.300462110110,7.954015627092480,348.40819490164100,344.30336252225900,7.935467758332210,78.10854981556730,5.525726338121720,0
6.09815652147278,189.995845993418,27776.901051693400,6.4430978778694500,347.9304004157370,245.85963197125300,14.63688225637760,73.42463245501650,3.9773623643299700,0
8.41997068212899,185.71898879367,13237.989604570800,3.998265840980650,308.1426388528510,463.64727737284200,17.20956505547080,48.78311165978780,3.962478314282780,0
9.286155021432370,222.6615513815940,12311.268365978100,7.289866041052650,332.2393594928600,353.74009999706400,14.171762565335500,,5.239981870081680,0
7.875895135481790,226.28478781681200,12710.249451611800,7.3031265831516600,346.4032581373680,445.3741474328600,6.063461912529140,63.12804403102220,4.238589203481520,0
7.7253329080747600,252.26549119785700,36477.738112419100,8.38676100823379,426.5435897565110,339.41132665631400,17.485844248946000,60.48388466227110,3.7248367036447000,0
3.388090610523890,212.0289444657200,20230.125576951800,8.569781529733310,349.15599871275200,353.9129274416660,18.208339671899900,82.38787399017340,2.798600948267050,0
6.745306715080960,218.42463701923400,21871.838700042500,7.165509192468920,,373.05010163921300,16.826619464762300,74.08607997264360,3.9023525898765000,0
,190.42389854156600,28062.641892040400,9.615147026994790,357.2267094963160,263.77191350453700,13.44522519676090,67.05555840299220,5.6290156360573300,0
7.183825723393190,261.85079976925200,14100.968986979900,9.008495193731890,358.7247021216810,290.4238383652440,17.14990712568720,82.02511580240520,4.597165511526860,0
10.111976704648700,240.4321002291380,15331.302691753200,5.392651282023060,361.90292619839700,403.0418101498450,16.13112428701450,61.11114633827730,3.425763242173680,0
7.397413298543420,122.54103985982500,8855.114121331370,6.888688939098410,241.60753233585100,489.85160040482600,13.365906195266300,,3.149157510432670,0
7.812804388310310,196.58388603095700,42550.841815771800,7.334647639669250,,442.54577454824500,14.666917242315600,,6.204846358828900,0
6.877456932576710,136.87921387078800,27433.587294151800,7.091521514260430,307.3970883038860,342.1963466344740,18.403845830233000,81.19341217121230,3.8276500717354400,0
,146.9702452251050,16367.458371975500,7.687037185889350,,468.94501475022700,18.60138073373640,49.56196889416350,4.664350321001550,0
,230.80948246855700,27418.781044480100,7.136498391730540,369.3100077981300,274.66059655361500,9.578584600170420,72.37690878332560,4.197595209206820,0
7.521051678672180,267.05964744893100,26865.37374090530,10.449450309656800,,505.70937170147900,16.237745770905600,57.03778017043310,2.8807853472938400,0
8.550875469289340,231.2487868055440,28918.419953077200,7.822528490547930,369.264222748674,432.28527002719400,16.266296687636900,73.14946432483590,3.7728866074587700,0
10.308477656813700,217.2197464316330,27653.235184410700,8.912266340684620,369.5312063532320,382.9515048389690,6.580401550826250,59.57603991058590,3.285077052469840,0
,252.67046903410000,29368.674184052200,9.906146627223740,433.9522119479900,465.2166206201480,13.221033634237400,84.19860653327540,5.052736766117000,0
7.371085073209570,207.71682442123500,24913.837165890100,9.616330436939970,362.3001800484020,363.16853841901800,11.542661782175100,67.72070437929210,4.4125895367028100,0
11.180694664461900,228.30086036125400,16600.392746647100,6.0940005305238000,,504.0505391333050,15.035046907486400,110.73929934431200,3.8098416540991400,0
6.506487766502470,202.28593794959200,17087.076901837200,6.201982767323310,326.66236831259800,481.77193425228,16.535185927180100,46.20574791071060,3.5487755887477400,0
6.643935774662310,151.8896001137800,10909.194592323100,3.7496251483009600,240.93672213751200,437.9090051656050,15.264742348024100,64.20396370266330,3.8129529259917900,0
5.033773989751670,155.32147750080300,34971.80748262680,7.121477448104930,320.1154970205280,500.6373261700040,18.312498541935800,63.19330598951380,3.2449484773190600,0
6.91260756198984,155.7404952352640,17973.178859011800,4.916302562031350,275.9082278598400,439.6480512193930,18.380711926381900,55.5074684684337,2.6122489531921700,0
7.977635990880500,245.89513040867500,32170.06916009620,9.63563608296433,399.5831549217660,473.6624527645500,11.728338195960700,23.81701990494780,3.552129499701650,0
6.078335836509270,197.50191189847300,35957.79218259480,8.130472208247300,379.5277062923910,360.06047735582700,20.09841289135690,41.86595951021350,4.20158090550856,0
6.242414484103850,191.90872954929200,28149.411791622900,7.130436799595530,319.3067850802740,448.2425267423020,19.370090874546300,60.93948098211980,4.5087050978944800,0
6.063354789891080,160.76731128492600,14775.14559575290,7.484103646670240,305.82855327870000,327.27023868075800,12.309015955365200,69.03845387066940,3.4673369148168600,0
8.129585513966730,177.89896662548200,27834.21769634050,9.00600774687328,334.4385388035780,397.0214275538660,15.936261676600800,81.39075849624520,3.3625371351987900,0
9.562405943789520,202.01364260009200,13041.829140394100,5.820655207859320,327.1188240167460,433.38166673218600,14.139065908911700,63.54899265609280,3.7627198370300300,0
8.167792632308250,200.91375467195100,27141.362902943500,7.262416638654270,344.16113431572000,525.5987875011580,16.142284003388200,66.23143553591860,4.289395484098250,0
8.594416135206480,270.02270585231000,15791.675351127200,5.91269062429658,,672.5569992377070,20.18405147231270,54.961285253429500,3.568991707976410,0
,167.38612732636100,20944.620814413200,4.963124049313230,,566.3392939723460,11.31880659612480,,3.6797950347550300,0
6.825467900630400,187.05170966607400,46140.12684950230,6.137757462086740,352.7021822368810,373.4272354878940,12.606381646809700,58.7522013156628,3.027449578045160,0
7.861177700998560,204.27424109989400,25145.024124785600,7.923315374812150,338.2138034436880,469.48696124616200,15.993410350862500,86.16729829337080,4.157656628375070,0
4.965773559644970,220.84863863404000,21802.74489792890,6.250578031106520,311.5981359666640,386.4133315184270,18.035237542145200,53.90817735397110,3.4217668494012600,0
6.207432967614720,192.93702709690700,13442.603471136700,5.819022939611380,325.90656176552800,533.7958508176810,14.68753933733610,60.48503329496200,3.549298841293150,0
,157.00128743205100,20067.105328107100,8.071051028920470,,490.9097122372680,17.32294642996240,71.96926138101610,4.417559791016320,0
9.76925100608684,264.2656542791370,8471.67738143048,8.349709766709020,359.26854259335100,353.196475487524,15.047086914888000,52.645458533937700,4.636556195256860,0
9.630665479903350,152.8624334841570,23641.70256530390,6.925706079789450,333.14831765902500,417.167072927369,16.67018391749720,89.99757421954400,4.920091157959160,0
5.187471605436380,104.75242498882700,20060.078727201200,6.913910913807520,,368.815428587841,15.140348487780200,98.65664588216380,3.2032578962619900,0
7.633570087677560,199.65299957786400,16312.154973975000,9.900546897053910,358.56628208672100,420.53417182791900,10.539392269728600,100.24270600375700,2.9270667668863800,0
5.771199049813690,155.05089305064100,24909.44400956200,6.531261269813090,297.0093193941140,313.7019343334330,11.704788996508100,85.68830345476740,4.688959065495110,0
6.579969329401560,197.2269809109490,17657.08417649330,4.506293474405820,290.2898942591160,254.39327560480800,9.847655275717840,73.74971646660220,4.575931871590870,0
4.80115436807586,180.77287075636600,13556.734397114700,8.977286380775290,322.06244697172200,587.3950117046610,12.401368065703100,62.02818652446990,4.418638131667750,0
7.948815718151570,238.2364096996000,19129.458365440200,5.851964962404890,,434.655458610077,8.663293700705420,67.30404028450400,3.6922508612698200,0
6.906992171811660,216.78529084002500,19991.23914904900,7.302351651289460,340.10602778835100,356.4591368515820,9.614106024611770,61.12264362555360,2.1247593522163000,0
,281.2686670205160,22452.090807860700,6.773698985660690,343.635821280367,395.3417752928910,14.903080469555800,67.12516777793420,4.444350199227700,0
,190.77945990455600,12224.310506438500,4.646211052742900,308.56488629958300,399.27135893177900,11.876796669068900,61.88663598802030,3.4631725477162500,0
8.46133087400179,212.58136638921500,34406.77644574730,8.679151555836670,384.85538150301100,477.343368601036,13.801712181380400,,3.771944146409480,0
7.726134807902510,233.94786366297000,21667.868741326400,6.313181872058340,340.27317142046400,472.25899373256800,14.39986001596130,36.57803788764200,3.7206369044524200,0
,247.66157328612300,19549.499341288300,8.769670289862690,,438.8657751120630,16.624653615400200,64.94900818458940,3.777737413505430,0
8.927078148301740,241.87510504564700,22821.254376566600,8.54973827385147,367.97555785867600,380.1972000224400,10.859287278110300,75.8570678201616,4.60186095914794,0
6.208015539719020,153.2211063194910,17358.796365042100,8.21493885317026,328.2820289976500,481.19567347842100,14.27409227521030,62.71819917163480,4.334615732320450,0
6.128425635295920,141.4924095070390,9615.832709692550,7.62791913004187,277.9517037266150,415.0087368963970,16.435842913307300,50.69392671149400,4.633823861920800,0
,202.2548327878380,11981.740191013000,9.189106138402460,339.9839345788830,416.5889057529140,14.079228347598600,62.765529534567400,2.6789107131905800,0
7.308048848275570,274.7049504716490,14600.539521891900,8.105802881560640,384.56485247977800,415.6072777934960,16.761624703623600,68.9372269462471,3.696119711501420,0
,170.09923566929600,39906.19027101490,6.554996212799920,,515.3867420113490,13.51607812989610,40.51417236263920,4.3532385889712200,0
8.640886408909490,201.56872409536400,26473.713238961600,6.967094561617940,352.3065857102100,309.9832868165360,17.665083383155800,68.66492347632060,5.2631015720413800,0
,205.50945715452000,20406.92767150050,6.810069234906920,355.2659228857550,482.33005480949800,12.33777643382170,70.58060722926850,4.1025294815021400,0
8.153210075272150,127.14489180603100,10280.92949674050,5.828357794463710,267.6368856420810,487.90832719020300,11.943476580641300,90.61935439214010,2.905788134056520,0
8.293720110388870,206.1604148879140,35216.385970173600,6.440999765643900,347.06224073011700,399.4836212000170,16.065667944692400,79.95451096438450,3.9547152826707700,0
,233.85034500527100,21136.286764159300,6.689877624940250,,332.73758653626600,9.745282008835600,77.52994450694160,3.3108585080012700,0
,237.677383112304,26009.07525933070,7.074531320872400,372.6002964294520,344.76792440431200,14.44223828109810,72.69624048876340,3.7066017915406900,0
9.489972878325860,234.06996516164700,15513.740377963200,4.735332223870280,,277.97006973151900,16.69821636919890,81.42717401723870,4.219967522355670,0
7.83097634338162,190.79904405061000,7695.063934702990,4.8452054756401100,292.5158244968430,507.4454883280780,15.526658445697100,85.00950589690450,4.588784656948860,0
4.430281211546540,139.68575880006700,28862.257169818800,8.96137237710277,298.37945836409100,434.7812670644660,17.2992944626111,63.04250092306030,4.384565155637760,0
7.240739638887770,201.186804455864,23783.09955637780,7.751285440069860,340.9836833605510,579.2203941324690,13.486379098933200,62.65023550372380,3.556297467154510,0
,260.205359611888,19517.724799117600,8.764168678117550,368.82103684917800,251.02089870586500,12.804588146581300,48.65189042828220,3.6655217644695200,0
6.867301321799130,174.1849763847290,24112.153470524600,5.529942235981780,297.6555748707140,484.12293887759100,11.48268699578230,65.30441362142100,3.8235950398688800,0
6.129637014813750,200.2781822057380,30989.94841451830,8.830102319230390,348.8681540852300,341.38857671477400,9.300117278144340,79.55361207012690,4.615886181275910,0
7.917049443177880,278.0563209975310,27192.28056064630,9.220128211470380,424.7879958935090,358.781736184615,15.054312871374700,56.83960202839160,3.6594846248885900,0
6.511618075241810,181.87342172896400,29136.814623869700,7.685775096243830,345.75163845059700,475.3413506694930,12.321232157466600,52.43761714005620,4.850433707754170,0
5.32381558430839,232.36857996920300,37625.75267985830,8.879822933865780,380.57647200065100,580.8977003943790,12.293803052569600,55.31001940953920,2.8807218458729300,0
6.769572868656790,168.93707245387200,11067.181147841000,7.121263608584250,305.79495029776200,289.5424601158540,18.545902961239700,62.00157128395570,5.220540269610250,0
5.877974040440480,141.61528668805000,13652.293199392600,5.701659125426230,279.7824004075160,538.4954044402180,12.03404226901940,67.90725800888520,4.0322595038243900,0
9.534021716164200,201.9552080399880,9472.614920464730,6.1057084885387800,319.5764201936520,259.63680306558200,15.62561667366300,,2.7682389284849700,0
6.340027628047600,225.02814848907000,45222.50666548320,5.809031561747350,363.0057551139800,435.5004570917770,11.385937266194800,80.67031136154650,3.6860013242472800,0
8.661592429959120,284.09835153725900,27088.476460253100,7.8978565222447100,,512.2773100578780,16.912141580117700,72.46576277365820,3.6704310100631900,0
5.653506134793230,146.59023231546900,16462.460086163900,6.501596204518970,299.6446113791320,272.440558304258,13.79526446092430,87.82258510995050,5.198985503613220,0
6.6260121840753100,112.29948548284700,25839.894103711500,7.658746878098310,312.2470431487000,327.24807863386900,19.409146560147000,85.78510283830680,4.194313129305400,0
7.793833572993550,176.86648289401800,18344.680360836200,7.567676884281860,338.22959726982400,371.2169730014170,9.039042454499450,76.2880763113865,4.172935335264330,0
7.593127650277590,261.56617263863300,18371.057201088300,6.297542535705280,,387.6295722843680,16.57598077121660,51.83094808424370,3.3773376381201400,0
7.362736501949790,185.692181022348,16268.44860625850,5.3170192746089000,316.9186484987880,419.25844805495300,16.024246090841600,64.67891377195400,4.408513182397500,0
9.32030544529501,129.82385854680200,16002.138319545100,4.405034532267240,271.67056164357000,499.8441671492050,13.076858902168700,82.83758290278020,4.20580973235456,0
3.7197916443719200,248.8592672843450,23590.93212865610,7.683742220804050,351.5554822099040,427.4959312452200,20.393781666520100,38.60493689531740,2.7183977338802900,0
